primaryName,originalTitle,birthYear,deathYear,primaryProfession
Kurt Palm,"Kafka, Kiffer und Chaoten",1955,0,director
Kurt Palm,"Kafka, Kiffer und Chaoten",1955,0,writer
Kerem Duymus,Ve Sonsuzluk Her Yeri Kapladi: Hirs,1993,0,director
Kerem Duymus,Ve Sonsuzluk Her Yeri Kapladi: Hirs,1993,0,writer
Gee Malik Linton,Exposed,1973,0,writer
Gee Malik Linton,Exposed,1973,0,director
Leopold Manswell,Exposed,1993,0,director
Leopold Manswell,Exposed,1993,0,writer
Ariel Pacheco,Exposed,1986,0,writer
Nigol Bezjian,The Same Gate,1955,0,director
Nigol Bezjian,The Same Gate,1955,0,writer
Harutyun Ghukassian,Meryal Hovit,1971,0,writer
Aaron Anthony Avilez,Jane and the House of Miracles,1994,0,writer
Aaron Anthony Avilez,Jane and the House of Miracles,1994,0,director
Kellen Pembleton,Attack of the Killer Shrews!,1996,0,director
Kellen Pembleton,Attack of the Killer Shrews!,1996,0,writer
Mike Perrone,Evol,1992,0,director
Mike Perrone,Evol,1992,0,writer
Ethan Slater,Evol,1992,0,writer
Kari Benson,Futbol,1987,0,writer
Olivier Parthonnaud,Dark Show,1960,0,director
Olivier Parthonnaud,Dark Show,1960,0,writer
Sergio Assisi,A Napoli non piove mai,1972,0,director
Sergio Assisi,A Napoli non piove mai,1972,0,writer
Árpád Bogdán,Genezis,1976,0,director
Árpád Bogdán,Genezis,1976,0,writer
Tamás Dobos,Genezis,1973,0,writer
Slávek Horák,Domácí péce,1975,0,director
Slávek Horák,Domácí péce,1975,0,writer
Bianca Kronlöf,Svenskjävel,1985,0,writer
Nikhil Chandwani,She: The Movie,1993,0,writer
Nikhil Chandwani,She: The Movie,1993,0,director
Tim Kirkman,Lazy Eye,1966,0,director
Tim Kirkman,Lazy Eye,1966,0,writer
Todd Shotz,Lazy Eye,1974,0,writer
Geoffrey Bennett Ulrich,Strange Games,1970,0,writer
Joshua Courtade,Alone in the Universe,1981,0,writer
Christopher Pickhardt,Traffickers,1978,0,director
Jessica McLeod,Cypress Creek,1987,0,writer
Peter Sempel,"Rohschnitt Peter Brötzmann - Eine Jazz-Odyssee, von Wuppertal bis China",1954,0,director
Evgeny Ruman,The Man in the Wall,1979,0,director
Evgeny Ruman,The Man in the Wall,1979,0,writer
Gergely Koltay,R.E.M.,1952,0,writer
Szilárd Molnár,R.E.M.,1988,0,director
Szilárd Molnár,R.E.M.,1988,0,writer
Jean-Paul Jaud,Libres!,1946,0,director
Jean-Paul Jaud,Libres!,1946,0,writer
Rodrigo Dorfman,The Magic Mountain,1967,0,director
Rodrigo Dorfman,The Magic Mountain,1967,0,writer
Marrie Lee,Certified Dead,1959,0,writer
Marrie Lee,Certified Dead,1959,0,director
Casey Affleck,Manchester by the Sea,1975,0,writer
Tate Donovan,Manchester by the Sea,1963,0,director
Kyle Chandler,Manchester by the Sea,1965,0,director
Kenneth Lonergan,Manchester by the Sea,1962,0,writer
Kenneth Lonergan,Manchester by the Sea,1962,0,director
Jody Lee Lipes,Manchester by the Sea,1982,0,director
Patrick Kirton,Cut to the Chase,1959,0,director
Blayne Weaver,Cut to the Chase,1976,0,writer
Blayne Weaver,Cut to the Chase,1976,0,director
Paul Gross,Hyena Road,1959,0,writer
David Wharnsby,Hyena Road,1967,0,director
Peter D'Alfonso,Potter,1996,0,director
Bat-Chen Sabag,Shkufim,1984,0,writer
Rustam Ibragimbekov,Kabusun gözleri ile,1939,0,writer
Rustam Ibragimbekov,Kabusun gözleri ile,1939,0,director
Alla Krinitsyna,Rodina ili smert,1956,0,writer
Alla Krinitsyna,Rodina ili smert,1956,0,director
Veronika Schwarczová,Laputa,1965,0,writer
Lucie Boksteflová,Laputa,1987,0,writer
Lucie Boksteflová,Laputa,1987,0,director
Christine Reeh,The Chronicles of Polyaris,1974,0,director
Marilú Mallet,Chers Nonagénaires,1944,0,director
Marilú Mallet,Chers Nonagénaires,1944,0,writer
Robert Burke Warren,Stray Bullets,1965,0,writer
Shqipe Nuredini Duka,My Father,1980,0,director
Shqipe Nuredini Duka,My Father,1980,0,writer
Rocky Costanzo,Ditch Party,1973,0,director
Douglas Duarte,Sete Visitas,1976,0,director
Douglas Duarte,Sete Visitas,1976,0,writer
Arnon Z. Shorr,Glimpse,1983,0,director
Arnon Z. Shorr,Glimpse,1983,0,writer
H.M. Coakley,Avouterie,1971,0,writer
Elias,Ayla,1975,0,writer
Tristan Risk,Ayla,1980,0,writer
John Portanova,Ayla,1985,0,writer
Chih-yen Yee,Xingdong daihao: Sun Zongshan,1959,0,director
Chih-yen Yee,Xingdong daihao: Sun Zongshan,1959,0,writer
Mark Dymond,Untitled (A Film),1974,0,director
Chris Loizou,Untitled (A Film),1967,0,director
Chris Loizou,Untitled (A Film),1967,0,writer
Veit Helmer,Quatsch und die Nasenbärbande,1968,0,director
Veit Helmer,Quatsch und die Nasenbärbande,1968,0,writer
Blair Trosper,Expedition: Northern California,1982,0,writer
Frank Luchs,Scrap Girl,1959,0,writer
Frank Luchs,Scrap Girl,1959,0,director
Amit Bhargav,Enakkul Oruvan,1989,0,writer
Mark Medoff,The Heart Outright,1940,2019,writer
James Steven Sadwith,Coming Through the Rye,1952,0,writer
James Steven Sadwith,Coming Through the Rye,1952,0,director
Melissa Lozoff,Coming Through the Rye,1972,0,director
Jacob Leinbach,Coming Through the Rye,1996,0,director
Maren Ade,Toni Erdmann,1976,0,writer
Maren Ade,Toni Erdmann,1976,0,director
Patrick Orth,Toni Erdmann,1968,0,writer
Sebastian Schipper,Toni Erdmann,1968,0,director
Sebastian Schipper,Toni Erdmann,1968,0,writer
Antonin Svoboda,Toni Erdmann,1969,0,director
Antonin Svoboda,Toni Erdmann,1969,0,writer
Nicolas Wackerbarth,Toni Erdmann,1973,0,director
Nicolas Wackerbarth,Toni Erdmann,1973,0,writer
Valeska Grisebach,Toni Erdmann,1968,0,director
Valeska Grisebach,Toni Erdmann,1968,0,writer
Ingrid Bisu,Toni Erdmann,1987,0,writer
Henning Marquaß,Toni Erdmann,1979,0,director
Henning Marquaß,Toni Erdmann,1979,0,writer
Janis Mazuch,Toni Erdmann,1982,0,writer
Annika Pinske,Toni Erdmann,1982,0,director
Annika Pinske,Toni Erdmann,1982,0,writer
Sherman De Jesus,A Shtetl in the Caribbean,1947,0,director
Sherman De Jesus,A Shtetl in the Caribbean,1947,0,writer
Brian Cook,My Dad Is Scrooge,1985,0,writer
James Argiro,Chasing Rainbows,1939,0,writer
Robert Render,The Blood Harvest,1977,0,writer
Robert Render,The Blood Harvest,1977,0,director
Dimitris Piatas,PAN.di.MIA (OLA/loipon/ENA),1951,0,director
Dimitris Piatas,PAN.di.MIA (OLA/loipon/ENA),1951,0,writer
Christian Frosch,Von jetzt an kein Zurück,1966,0,director
Christian Frosch,Von jetzt an kein Zurück,1966,0,writer
Victoria Schulz,Von jetzt an kein Zurück,1990,0,writer
Victoria Schulz,Von jetzt an kein Zurück,1990,0,director
Danny LeGare,Grandpa's Psycho,1979,0,director
Danny LeGare,Grandpa's Psycho,1979,0,writer
Neil Cirucci,Bottleneck Beach,1948,0,director
Matti Leshem,The Shallows,1963,0,writer
Michael LaPointe,The Shallows,1978,0,director
Jaume Collet-Serra,The Shallows,1974,0,director
Alex Keerma,The Shallows,1992,0,director
Levent Inanir,Kanunsuzlar,1962,0,director
Levent Inanir,Kanunsuzlar,1962,0,writer
Sükrü Üçpinar,Kanunsuzlar,1980,0,writer
Eric Dwight,Poet,1977,0,writer
Melissa Mars,Virtual Revolution,1979,0,writer
Janine Jembere,This Unwieldy Object,1985,0,director
Tom McCaffrey,Adventures in Comedy,1973,0,writer
Stacy Lightner,Slow Motion,1982,0,director
Carles Prats,Llámale Jess Redux,1955,0,director
Carles Prats,Llámale Jess Redux,1955,0,writer
Meredith MacNeill,Your Money or Your Wife,1975,0,writer
Grinnell Morris,96 Souls,1970,0,director
Grinnell Morris,96 Souls,1970,0,writer
Michael Doherty,96 Souls,1972,0,director
Abbey Spracklin,Floating Away,1978,0,writer
Leslee Udwin,India's Daughter,1957,0,director
Thomas A. Morgan,India's Daughter,1967,0,director
Thomas A. Morgan,India's Daughter,1967,0,writer
Bojan Stefanovic,Olovne Godine,1987,0,writer
Bojan Stefanovic,Olovne Godine,1987,0,director
Rafael Gordon,Todo mujer,1946,0,writer
Rafael Gordon,Todo mujer,1946,0,director
Sanne Gloria Verboom,Dames 4,1988,0,writer
Paul Carles,Cruel,1992,0,director
Paul Carles,Cruel,1992,0,writer
Florence Matousek,Nightfall,1980,0,writer
Olga Dinnikova,Nightfall,1985,0,writer
Olga Dinnikova,Nightfall,1985,0,director
Ramfis Myrthil,The Broken Ones,1983,0,director
Stephen Anthony Bailey,Until Forever,1987,0,director
Mark Webber,Green Room,1980,0,writer
Jeremy Saulnier,Green Room,1976,0,director
Eric Edelstein,Green Room,1977,0,writer
Lance Soler,Cadence,1983,0,director
Lance Soler,Cadence,1983,0,writer
George Jac,South of 8,1986,0,writer
Ryan Binse,South of 8,1984,0,writer
Elena Butler,South of 8,1986,0,writer
Mária Takács,Eltitkolt évek,1973,0,director
Mária Takács,Eltitkolt évek,1973,0,writer
Richard Nwaoko,Wild Men,1990,0,director
Dionysio Basco,The Head Thieves,1977,0,director
Matthew Winstead,Sins of the Father,1988,0,director
Matt Walker,Crowd Work,1974,0,writer
Richard Short,Not Welcome,1975,0,writer
Jennifer Kent,The Nightingale,1969,0,director
Jennifer Kent,The Nightingale,1969,0,writer
Andrew Kotatko,The Nightingale,1971,0,director
Andrew Kotatko,The Nightingale,1971,0,writer
Radek Ladczuk,The Nightingale,1976,0,director
Mylo Carbia,The Ghost Huntress,1971,0,writer
Mylo Carbia,The Ghost Huntress,1971,0,director
Mária Takács,Hot Men Cold Dictatorships,1973,0,director
Mária Takács,Hot Men Cold Dictatorships,1973,0,writer
Nicolette Krebitz,Wild,1972,0,director
Nicolette Krebitz,Wild,1972,0,writer
Toni Nievas,Deshielo,1976,0,director
Toni Nievas,Deshielo,1976,0,writer
Mahmoud Zahran,Bullet with Three Pounds,1986,0,writer
Mahmoud Zahran,Bullet with Three Pounds,1986,0,director
Matt Okine,Matt Okine: Being Black N Chicken N Shit,1985,0,writer
Salvador del Solar,Magallanes,1970,0,director
Salvador del Solar,Magallanes,1970,0,writer
Floyd Webb,The Search for Count Dante,1953,0,director
Simon Sheridan,Respectable: The Mary Millington Story,1975,0,writer
Simon Sheridan,Respectable: The Mary Millington Story,1975,0,director
Kôhei Oguri,Foujita,1945,0,director
Kôhei Oguri,Foujita,1945,0,writer
Micha Lewinsky,Nichts passiert,1972,0,writer
Micha Lewinsky,Nichts passiert,1972,0,director
Matt Brown,Andròn: The Black Labyrinth,1980,0,director
Dominic Dromgoole,Shakespeare's Globe: A Midsummer Night's Dream,1963,0,director
Michelle Terry,Shakespeare's Globe: A Midsummer Night's Dream,1979,0,writer
Dariusz Glazer,Mur,1974,0,writer
Dariusz Glazer,Mur,1974,0,director
Mateo Gil,Realive,1972,0,writer
Mateo Gil,Realive,1972,0,director
Jeremy Walton,Feast of the Body,1981,0,director
Jeremy Walton,Feast of the Body,1981,0,writer
Veronica Wylie,Game of Truth,1984,0,writer
Shane Cole,Ten Memories Until Freedom,1986,0,director
Shane Cole,Ten Memories Until Freedom,1986,0,writer
Thomas Lawes,Monochrome,1971,0,director
Denise Masino,Adventures of Miss Fit,1968,0,writer
Karyn Ben Singer,Probable Robot,1978,0,director
Karyn Ben Singer,Probable Robot,1978,0,writer
Cris Jones,The Death and Life of Otto Bloom,1980,2017,director
Cris Jones,The Death and Life of Otto Bloom,1980,2017,writer
Santiago Van Dam,Ojalá vivas tiempos interesantes,1980,0,writer
Santiago Van Dam,Ojalá vivas tiempos interesantes,1980,0,director
Tomasz Emil Rudzik,Agnieszka,1979,0,director
Tomasz Emil Rudzik,Agnieszka,1979,0,writer
Andreas Schimmelbusch,Willkommen im Klub,1973,0,director
Andreas Schimmelbusch,Willkommen im Klub,1973,0,writer
Christie Insley,"Fear, Love, and Agoraphobia",1974,0,writer
Linda Burzynski,"Fear, Love, and Agoraphobia",1978,0,writer
Beata Kawka,Sluzby specjalne,1967,0,writer
Razvan Georgescu,Trading Germans,1965,2017,director
Razvan Georgescu,Trading Germans,1965,2017,writer
Ashley Jacoby,The Invisible Worm,1991,0,director
Brooke Jacoby,The Invisible Worm,1991,0,director
Brooke Jacoby,The Invisible Worm,1991,0,writer
Laurie Halse Anderson,At-Risk Summer,1961,0,writer
Craig Russell,Canaries,1977,0,writer
Éric Besnard,Le goût des merveilles,1964,0,writer
Éric Besnard,Le goût des merveilles,1964,0,director
Myles Forster,"So, You Want to Be a Gangster?",1989,0,writer
Laurence Fuller,Road to the Well,1986,0,writer
Matthew Clark,Road to the Well,1981,0,writer
Thatcher Robinson,Superior,1990,0,writer
Tom Hirst,Terug Naar Morgen,1993,0,director
Tom Hirst,Terug Naar Morgen,1993,0,writer
John H. Williams,Charming,1953,0,director
Hsiu-Shen Liang,Quanli guocheng,1948,0,director
Wolfgang Liemberger,Franz Antel - Meister der Unterhaltung,1972,0,writer
Wolfgang Liemberger,Franz Antel - Meister der Unterhaltung,1972,0,director
Nikolai Vialkowitsch,Im Krieg - Der 1. Weltkrieg in 3D,1963,0,director
Nikolai Vialkowitsch,Im Krieg - Der 1. Weltkrieg in 3D,1963,0,writer
Nicolas Buysse,Jacques a vu,1975,0,writer
Nicolas Buysse,Jacques a vu,1975,0,director
Xavier Diskeuve,Jacques a vu,1962,0,writer
Xavier Diskeuve,Jacques a vu,1962,0,director
Sanna Lenken,Min lilla syster,1978,0,director
Sanna Lenken,Min lilla syster,1978,0,writer
Daniel Carsenty,Kafkanistan,1982,0,director
Robert Hagans,Around the World,1983,0,writer
James DeMonaco,The Purge: Election Year,1969,0,writer
James DeMonaco,The Purge: Election Year,1969,0,director
Barry Nolan,The Purge: Election Year,1947,0,director
Kt Baldassaro,The Purge: Election Year,1985,0,director
David McElfresh,The Purge: Election Year,1980,0,director
Mark Burzenski,The Purge: Election Year,1988,0,writer
Walter De Maria,Troublemakers: The Story of Land Art,1935,2013,director
Walter De Maria,Troublemakers: The Story of Land Art,1935,2013,writer
Luis Cifuentes,En la Gama de los Grises,1977,0,director
Luis Cifuentes,En la Gama de los Grises,1977,0,writer
Ava Leigh Stewart,Whole World 20,1978,0,director
Ava Leigh Stewart,Whole World 20,1978,0,writer
Mikhail Segal,Kino pro Alekseeva,1974,0,director
Mikhail Segal,Kino pro Alekseeva,1974,0,writer
Unique Be'Ans,Between Love and a Hard Place,1981,0,writer
Jagoda Kaloper,Iza ogledala/Behind the looking glass,1947,2016,director
Nancy Van Iderstine,Holiday Breakup,1958,0,writer
Gerald Fox,Marc Quinn - Making Waves,1964,0,director
Gerald Fox,Marc Quinn - Making Waves,1964,0,writer
Ruya Arzu Koksal,Son kumsal,1972,0,writer
Ruya Arzu Koksal,Son kumsal,1972,0,director
Ali Mosaffa,Dar donya ye to saat chand ast?,1966,0,director
Crystal Chappell,A Million Happy Nows,1965,0,writer
Marie Noelle Marquis,I Can't be Late for Ballet,1979,0,writer
Nigol Bezjian,Thank You Ladies and Gentlemen,1955,0,director
Nigol Bezjian,Thank You Ladies and Gentlemen,1955,0,writer
Hubert Gotkowski,Piotrek Trzynastego 2: Skórza Twarz,1981,0,director
Hubert Gotkowski,Piotrek Trzynastego 2: Skórza Twarz,1981,0,writer
Marcin Kabaj,Piotrek Trzynastego 2: Skórza Twarz,1981,0,writer
Dasha German,Show Business,1981,0,writer
Dasha German,Show Business,1981,0,director
David Lapuch,Adam,1987,0,director
David Lapuch,Adam,1987,0,writer
Kenneth Irwin II,Veterans UnAffairs: The Frank Gann Story,1981,0,director
Kenneth Irwin II,Veterans UnAffairs: The Frank Gann Story,1981,0,writer
Christopher Di Nunzio,Delusion,1982,0,writer
Christopher Di Nunzio,Delusion,1982,0,director
Davor Tatic,Cedo,1977,0,director
Philippe Falardeau,Guibord s'en va-t-en guerre,1968,0,director
Philippe Falardeau,Guibord s'en va-t-en guerre,1968,0,writer
Lourdes Reynolds,Crave: The Fast Life,1965,0,writer
Joaquin F. Palma,Crave: The Fast Life,1984,0,writer
Joaquin F. Palma,Crave: The Fast Life,1984,0,director
Zsolt Dér,Hurok,1989,0,writer
Isti Madarász,Hurok,1976,0,director
Isti Madarász,Hurok,1976,0,writer
Gregory Kirchhoff,Dusky Paradise,1992,0,director
Gregory Kirchhoff,Dusky Paradise,1992,0,writer
Morgan Knibbe,Those Who Feel the Fire Burning,1989,0,director
Norman Leto,Photon,1980,0,director
Norman Leto,Photon,1980,0,writer
Yukihiko Tsutsumi,Inishiêshon rabu,1955,0,director
Yukihiko Tsutsumi,Inishiêshon rabu,1955,0,writer
Mia Hansen-Løve,L'avenir,1981,0,director
Mia Hansen-Løve,L'avenir,1981,0,writer
Anna Falguères,L'avenir,1978,0,director
Tae-yong Kim,Geo-in,1987,0,director
Tae-yong Kim,Geo-in,1987,0,writer
Perry King,The Divide,1948,0,director
Jennifer Tadlock,The Divide,1969,0,director
Lorenzo-Alessandro Kariere,Lyssa kakia,1975,0,writer
Matty Brown,Mother's Song,1984,0,director
Ryan Collins,Bar Songs,1981,0,director
Wolf Roth,Fantastic Beasts: The Crimes of Grindelwald,1944,0,writer
Ingvar Sigurdsson,Fantastic Beasts: The Crimes of Grindelwald,1963,0,writer
Alison Sudol,Fantastic Beasts: The Crimes of Grindelwald,1984,0,writer
Ólafur Darri Ólafsson,Fantastic Beasts: The Crimes of Grindelwald,1973,0,writer
David Sakurai,Fantastic Beasts: The Crimes of Grindelwald,1979,0,writer
Liv Hansen,Fantastic Beasts: The Crimes of Grindelwald,1983,0,director
Davide Anselmi,Fantastic Beasts: The Crimes of Grindelwald,1999,0,director
Zev Vel,Alterscape,1995,0,director
Arnoud Noordegraaf,UrWald,1974,0,director
Arnoud Noordegraaf,UrWald,1974,0,writer
Feronia Wennborg,Vi är bäst ändå,1989,0,director
Feronia Wennborg,Vi är bäst ändå,1989,0,writer
Andy Martinez Jr.,American Bred,1977,0,writer
Samantha Baugnon,Butterfly Caught,1993,0,writer
James Marquand,Between Two Worlds,1964,0,director
James Marquand,Between Two Worlds,1964,0,writer
Barbara Howlin,Super Novas,1981,0,writer
Ágota Varga,A tartótiszt,1954,0,director
Ágota Varga,A tartótiszt,1954,0,writer
Luís Filipe Rocha,Cinzento e Negro,1947,0,writer
Luís Filipe Rocha,Cinzento e Negro,1947,0,director
Nenad Puhovski,Goli,1949,0,director
Nenad Puhovski,Goli,1949,0,writer
Claudio Leiva Araos,Variaciones Espectrales,1964,0,writer
Rogan Russell Marshall,American Guinea Pig: Bouquet of Guts and Gore,1971,0,writer
Gabriel Nussbaum,White Girl,1982,0,writer
Gabriel Nussbaum,White Girl,1982,0,director
Michael Dorsey,Demon House,1978,0,writer
Camilo Martin,El Mágico,1979,2014,director
Camilo Martin,El Mágico,1979,2014,writer
Yonghong Liu,Jia zai shui cao feng mao di di fang,1970,0,director
Aleksandr Kott,Ispytanie,1973,0,director
Aleksandr Kott,Ispytanie,1973,0,writer
Gust Van den Berghe,Lucifer,1985,0,director
Gust Van den Berghe,Lucifer,1985,0,writer
Gian Guido Zurli,Doppelgänger,1977,0,writer
Gian Guido Zurli,Doppelgänger,1977,0,director
Sasha Poberailo,Yoshlochka,1984,0,director
Bartolomeo Pampaloni,Roma Termini,1982,0,director
Bartolomeo Pampaloni,Roma Termini,1982,0,writer
Johannes Nyholm,Jätten,1974,0,writer
Johannes Nyholm,Jätten,1974,0,director
Glen Schultz,Red Trail 90,1965,0,director
Dusty DePree,The Jimmy Project,1973,0,director
Dusty DePree,The Jimmy Project,1973,0,writer
Jayro Bustamante,Ixcanul,1977,0,writer
Jayro Bustamante,Ixcanul,1977,0,director
Cesar Diaz,Ixcanul,1978,0,writer
Cesar Diaz,Ixcanul,1978,0,director
Mike Scholtz,Lost Conquest,1969,0,writer
David Haig,Florence Foster Jenkins,1955,0,writer
Nizar Hassan,Janoub,1960,0,director
Nizar Hassan,Janoub,1960,0,writer
Zara Day,2:Hrs,1984,0,writer
Jaroslav Kratochvíl,Lovu zdar!,1985,0,writer
Jaroslav Kratochvíl,Lovu zdar!,1985,0,director
Jan Látal,Czech Beer War,1980,0,director
Jan Látal,Czech Beer War,1980,0,writer
Zhanna Issabayeva,Talgat,1968,0,director
Zhanna Issabayeva,Talgat,1968,0,writer
Anna Higgs,Dark Horse,1978,0,writer
Ban-ya Choi,I Cannot Go on as I Am,1982,0,writer
Natalya Gugueva,Kto takoy etot Kusturitsa?,1964,0,director
Natalya Gugueva,Kto takoy etot Kusturitsa?,1964,0,writer
Yûko Imanishi,Kimi to miru fûkei,1974,0,writer
Yûko Imanishi,Kimi to miru fûkei,1974,0,director
Andrew Jones,Robert,1983,0,writer
Andrew Jones,Robert,1983,0,director
Evgeniy Frolov,Malchiki + Devochki =,1962,2013,writer
Evgeniy Sokolov,Malchiki + Devochki =,1959,0,director
Evgeniy Sokolov,Malchiki + Devochki =,1959,0,writer
Ali Shifau,Emme Fahu Vindhaa Jehendhen,1977,0,director
Weiwei Ai,Xi mei,1957,0,director
Todd Solondz,Wiener-Dog,1959,0,director
Todd Solondz,Wiener-Dog,1959,0,writer
Nicolaas Bertelsen,Deidra & Laney Rob a Train,1975,0,director
Sydney Freeland,Deidra & Laney Rob a Train,1980,0,director
Sydney Freeland,Deidra & Laney Rob a Train,1980,0,writer
David Wilkinson,How to Change the World,1955,0,writer
Emelie Carlsson Gras,Salome,1973,0,director
Emelie Carlsson Gras,Salome,1973,0,writer
Bernardo Argêncio Fernandes,Mad World,1988,0,director
Erik Baláz,The Immortal Forest,1978,0,director
Erik Baláz,The Immortal Forest,1978,0,writer
Oakley Boycott,The Cruel Tale of the Medicine Man,1989,0,director
Sridhar Ranganath,Breaking Legs,1979,0,director
Sridhar Ranganath,Breaking Legs,1979,0,writer
Mary Rachel Gardner,Breaking Legs,1990,0,director
Jose Cibrian Jr.,El espejo de los otros,1948,0,writer
Jose Cibrian Jr.,El espejo de los otros,1948,0,director
Claudio Gaetani,Io/Tu - Il futuro è dei ragazzi,1976,0,director
Claudio Gaetani,Io/Tu - Il futuro è dei ragazzi,1976,0,writer
Magnus von Horn,Efterskalv,1983,0,director
Magnus von Horn,Efterskalv,1983,0,writer
Zilhad Kljucanin,Hiljadarka,1960,2016,writer
Fabio Massa,Aeffetto domino,1984,0,writer
Fabio Massa,Aeffetto domino,1984,0,director
Philip Hoffman,Aged,1955,0,director
Philip Hoffman,Aged,1955,0,writer
Andrew Berends,Madina's Dream,1972,2019,director
Vladislava Plancíková,Felvidék - Horná zem,1985,0,director
Vladislava Plancíková,Felvidék - Horná zem,1985,0,writer
Libuse Rudinská,Pavel Wonka se zavazuje,1974,0,director
Libuse Rudinská,Pavel Wonka se zavazuje,1974,0,writer
Tsutomu Sekine,Ressha Sentai Tokkyûjâ tai Kyôryûjâ Za Mûbî,1953,0,director
Brian McGuire,Sick of it All,1975,0,writer
Brian McGuire,Sick of it All,1975,0,director
Malin Levanon,Tjuvheder,1977,0,director
Karin Anna Cheung,The Unbidden,1974,0,director
Jason Yee,The Unbidden,1970,0,director
Jan Gogola Jr.,Frantisek svého druhu,1971,0,director
Jan Gogola Jr.,Frantisek svého druhu,1971,0,writer
Kimberly Pal,Hollywood and Vine,1978,0,director
Ho Choi,Big Match,1967,0,director
Ho Choi,Big Match,1967,0,writer
Rafael Saar,Yorimatã,1983,0,director
Rafael Saar,Yorimatã,1983,0,writer
Daniel Sake,Yorimatã,1986,0,director
Jill Von Dae,The Magic Brush,1994,0,director
Jill Von Dae,The Magic Brush,1994,0,writer
Paul Vandervort,Limelight,1985,0,writer
Matthew Chase,Limelight,1988,0,writer
Eran Koblik Kedar,Auxiliary Ego,1972,0,director
Eran Koblik Kedar,Auxiliary Ego,1972,0,writer
Viktor Murzikov,Last Summer. Zombie Town,1985,0,writer
D'Arcy Carden,Other People,1980,0,writer
Peter Benedix,BrückenJahre,1980,0,director
Peter Benedix,BrückenJahre,1980,0,writer
Scot Beidelman,All for Nikki,1970,0,writer
Andrew Bowen,All for Nikki,1972,0,writer
Ido Haar,Presenting Princess Shaw,1974,0,director
Kutiman,Presenting Princess Shaw,1982,0,director
Fabio Massa,Linea di Konfine,1984,0,writer
Fabio Massa,Linea di Konfine,1984,0,director
Ziad H. Hamzeh,Irrefutable Proof,1959,0,director
Ziad H. Hamzeh,Irrefutable Proof,1959,0,writer
William R. Pace,The Harrow,1958,0,writer
Caley Bisson,The Harrow,1978,0,writer
Victor Cruz,The Stockroom,1980,0,director
Fernando Olmeda,El viaje de Carla,1962,0,director
Fernando Olmeda,El viaje de Carla,1962,0,writer
William Grammer,Bee Sting,1979,0,director
Chad Addison,Most Likely to Die,1986,0,writer
Tatum Jimenez,Most Likely to Die,1987,0,writer
Craig Walker,Memories of Michael,1961,0,writer
Adnan Omerovic,Papagajka,1980,0,writer
Te-Sheng Wei,Sai de ke · ba lai: Cai hong qiao,1969,0,director
Te-Sheng Wei,Sai de ke · ba lai: Cai hong qiao,1969,0,writer
Ty McGee,The Hunter and the Hunted,1989,0,writer
Debi Hall,Belle of the dead,1951,0,writer
Axel Petersén,Under pyramiden,1979,0,director
Axel Petersén,Under pyramiden,1979,0,writer
Randeep Hooda,Beeba Boys,1976,0,director
Randeep Hooda,Beeba Boys,1976,0,writer
Olga Spátová,Daleko za sluncem,1984,0,director
Olga Spátová,Daleko za sluncem,1984,0,writer
Judith Miralles,La pols,1977,0,writer
Judith Miralles,La pols,1977,0,director
Kirill Khrestinin,Ubiystvo,1981,0,director
Kirill Khrestinin,Ubiystvo,1981,0,writer
Alejandro Fernández Mouján,Damiana Kryygi,1952,0,director
Matan Grunseit,Unbroken Fragments,1987,0,director
Matan Grunseit,Unbroken Fragments,1987,0,writer
Nadav Elovic,Delirium,1991,0,director
Louis Findlay,The Rizen,1990,0,director
Louis Findlay,The Rizen,1990,0,writer
Alexander Greene,The Rizen,1995,0,director
Juliette Cazanave,Territorio liberado,1966,0,director
Juliette Cazanave,Territorio liberado,1966,0,writer
Cesar Diaz,Territorio liberado,1978,0,writer
Cesar Diaz,Territorio liberado,1978,0,director
Adrian Gilbert,Alchemy: Beyond the Emerald Tablet,1949,0,director
Adrian Gilbert,Alchemy: Beyond the Emerald Tablet,1949,0,writer
Iván Angelusz,Kémhatás,1953,0,director
János Domokos,Kémhatás,1950,0,director
Kirill Khrestinin,Prizrak iz Khovrino,1981,0,director
Kirill Khrestinin,Prizrak iz Khovrino,1981,0,writer
Geoff Browne,Decommissioned,1972,0,director
Connor Garelick,Decommissioned,1991,0,writer
Joel Edgerton,The Gift,1974,0,writer
Adam Lazarre-White,The Gift,1969,0,writer
Katie Aselton,The Gift,1978,0,director
Travis Nelson,Dark Hearts,1990,0,director
Kirill Khrestinin,The House of Domovoy,1981,0,director
Kirill Khrestinin,The House of Domovoy,1981,0,writer
Tyrone Blassingame,Fourth Quarter,1988,0,director
Zac Nicholson,Unseen Enemy,1983,0,director
Janet Tobias,Unseen Enemy,1958,0,director
Janet Tobias,Unseen Enemy,1958,0,writer
Jan Georg Schütte,Altersglühen - Speed Dating für Senioren,1962,0,director
Jan Georg Schütte,Altersglühen - Speed Dating für Senioren,1962,0,writer
Ray Izad-Mehr,Black Pumpkin,1974,0,director
Ellie Patrikios,Black Pumpkin,1993,0,director
Ellie Patrikios,Black Pumpkin,1993,0,writer
Eric Bross,Affairs of State,1964,0,director
Konstantin Bojanov,Light Thereafter,1968,0,director
Konstantin Bojanov,Light Thereafter,1968,0,writer
Philippe Soine,Peepshow,1959,0,director
Samantha Bentley,Peepshow,1987,0,writer
